X1,X2,Y
0.918499770978666,0.9391506245996315,0.8721984255433601
0.46320983511183134,0.3579774399056098,0.17822835233241333
0.46668346646203573,0.5741271093253948,0.2820143129423417
0.3270673990694164,0.0878695204065787,0.07622245829002734
0.5474872545400395,0.8631328393635677,0.5737032356006763
0.564144216328578,0.9032118448080999,0.6256381752432473
0.9174953707341997,0.7538588114828935,0.7257365411204397
0.43369888364709286,0.9087376936312945,0.6051042302330557
0.5256346959787215,0.8404167713394327,0.5418010108176017
0.3696709409239699,0.5815569160952263,0.260348936272664
0.8773029087049481,0.40049500317294573,0.5616622557797543
0.011993708794408864,0.6987268229683051,0.34861132332266304
0.3886068136695202,0.9759683798022321,0.6890847264968908
0.1531643890923644,0.05453402883452929,0.016446085465047517
0.7421584977507958,0.9636686212383667,0.7715258054715584
0.27219360378249713,0.6353488874075531,0.292979162439747
0.7836468306275859,0.5876899915083338,0.5032952122913246
0.14757741641312616,0.33738547556499654,0.08240169130998598
0.011080442748108044,0.31807009916406515,0.07187337614696127
0.24442249656625092,0.4900306640282235,0.17646345720490922
0.7198953507182734,0.1971887851836267,0.37112409411289116
0.22161217059057015,0.9705944298138162,0.6740138457696271
0.596861704545896,0.5930065176139401,0.3574433640835908
0.38068273326057156,0.7303367562697094,0.39473469394640004
0.9190801248792342,0.2788662034024981,0.6060521415591164
0.15725523398995156,0.7604789988233083,0.41341644762461954
0.8396726735106879,0.15174921039271694,0.5039125154551087
0.6346473920799837,0.4616358867973843,0.3253462154634398
0.790678342430784,0.5093948988009052,0.483505051576512
0.19623943564015933,0.5863107864586643,0.24686189072838555
0.5255435519186862,0.6589677445340096,0.36749710515686895
0.6467018429499298,0.35438712444363374,0.3117564676497563
0.9906225352468423,0.4882115744043597,0.7215831236798251
0.9431426179203976,0.9101090374195396,0.8685759288511032
0.8260938961416554,0.2878644786567084,0.49105529332681325
0.813031245581132,0.8818372617786979,0.7292739537436834
0.12867306039581117,0.5706880833888551,0.23270133842156063
0.9835022862730639,0.5086043796793098,0.7154374356944126
0.008670181521917786,0.4389597392466955,0.1373072819892039
0.966317562112808,0.44345150026837477,0.681820858646523
0.10958294211913622,0.05270823709521788,0.008351315020034963
0.7771144445912114,0.20739393089988611,0.4324208468630148
0.6754633353728917,0.762155865817411,0.5276596843523692
0.6433506044450564,0.08010818585677837,0.295509278558376
0.3898327808526516,0.23703716053927326,0.11538426019659977
0.8201574173822492,0.6675896675989121,0.5764692421329742
0.29003794154493256,0.8034727036137759,0.46501696015945115
0.5413594847560136,0.7248946442070512,0.42973031303471465
0.12270597534174565,0.379467578512406,0.10305562446690428
0.7026758366933388,0.15124733814793578,0.35294687174419204
0.4964435152629657,0.9376448232673457,0.6523751552409598
0.8512344391714981,0.3749847475841156,0.527286552739073
0.2707878744342971,0.5553975434349182,0.22623526970201654
0.6004326910241686,0.23105998056712507,0.2601181539360359
0.9700412230180856,0.049783916631316094,0.6723338912548138
0.9105879186089345,0.6568851348621939,0.6678605451513594
0.15882481658152958,0.4704500124909341,0.15880739719930306
0.34882725231390765,0.06050793180176317,0.086578510178383
0.5753140798190026,0.47636383146525585,0.28646842693605307
0.16315149646754035,0.11375315638129924,0.020700169379821304
0.9636663410336871,0.3186474445926891,0.6674747522970079
0.7765192603088445,0.8827813114203409,0.7040506043668553
0.8901882405826588,0.18571003031952638,0.566659540458699
0.3581156154006353,0.8714579583479249,0.5502191321435072
0.6811575518665189,0.15242543573831602,0.3316930158894413
0.20377854838096698,0.6777805337847838,0.3293353398886025
0.22390582343873167,0.8260642720143677,0.4887512451437255
0.012794722658881041,0.3584594028355882,0.09141022990731437
0.5429539988321542,0.5889745834087312,0.3250286644926939
0.7373787252016829,0.16521203311117227,0.38878875709218874
0.11146043042816534,0.35531430815993204,0.09024107482637396
0.012361279420594617,0.35167757991224635,0.08796680580520788
0.18052386740604043,0.12343500297992749,0.025260199136478305
0.5262250896533598,0.2656890887993417,0.20386090934544865
0.2625564774548783,0.6063158445818262,0.2669644805181105
0.9892433026653602,0.7649899768450017,0.8147963157360448
0.7123009035166211,0.05551445017733825,0.36231252665221336
0.4784870554545756,0.6037678169665102,0.3073209625915737
0.9364586372798788,0.9809471256389543,0.9303987961939717
0.9787428051617726,0.9876409326313043,0.9770442683727302
0.9176748842769081,0.5141810982766127,0.630628185685951
0.12923575719883662,0.04851270517606465,0.011598296370102125
0.4001731271805632,0.341069708416594,0.14105765024571265
0.828201652579932,0.10737603278212027,0.4900336056657196
0.7040649865785482,0.6566811584448042,0.46930799986462246
0.1505831247198126,0.3626635027070275,0.09496509702312836
0.09210417722497677,0.19323009168143257,0.02691524479961846
0.25422619137134983,0.8386033472046643,0.5044795367569006
0.6194787587387325,0.03589288961868076,0.27392106640289815
0.9605112935533426,0.6404482686801477,0.7214325470133051
0.9023240728597789,0.13767745600433412,0.5818346010966866
0.6759608173109571,0.686707411653816,0.4690188711248781
0.1066968478090159,0.05207970728997868,0.00790606378482256
0.26837756745611907,0.2487682690966525,0.06743518104622237
0.016195806053207362,0.4003391823488103,0.11413154444359783
0.7135092295762572,0.3209093029721356,0.3709103264488878
0.4219116669977283,0.655040977439065,0.33167971654400263
0.19414921616072112,0.8376921671999401,0.5019918050396153
0.6069478913468077,0.8771854361490056,0.6094932161650023
0.17789506599712068,0.7524903442121206,0.4050285955518388
0.17054950216919884,0.6762050453203514,0.327131748482003
0.7922703783376079,0.09285468894867677,0.44837582121780295
0.8873260706777311,0.44068297119209054,0.5793570012238995
0.6176956480439575,0.9098284937046792,0.651245518369944
0.43629125071300057,0.0736994126956142,0.1356927356326002
0.8454945096096271,0.9436540290334575,0.8160035124246386
0.6645855596592083,0.7564669331143024,0.5163827487351099
0.2694755572844446,0.7889341009095232,0.4475802003598988
0.4942575502503074,0.7596071142855235,0.447542605987237
0.10761911080312436,0.8243078057376189,0.4854341975277756
0.15294130202966572,0.9882356709580018,0.698006804545022
0.7877884225964336,0.6800443702387828,0.5529196564327067
0.2774652340311462,0.6752386327768498,0.3301516550493113
0.7479055303582035,0.5639269158758675,0.45959525927658695
0.6783337535306984,0.6591709527505524,0.4520338172503215
0.05060343944191903,0.17476911044831978,0.021454108987473363
0.24540414126894328,0.884040718114727,0.5599812747738115
0.8424630677321948,0.8875622167928747,0.7576703020449892
0.8112079188846106,0.2958073750423448,0.474186167798541
0.8731757009793671,0.27710130424762347,0.5474315048169166
0.35507200105128744,0.23177836415241104,0.09752420831503651
0.3323958952760183,0.5464558231239263,0.2271910136676511
0.12640431090348958,0.3413964007358,0.08365140541977248
0.8490767414535205,0.5895185691070646,0.571764605468375
0.5622086192587195,0.1658912881126583,0.22638713270658656
0.885225408870397,0.09172307469726115,0.5598556372905973
0.37931773245023725,0.29864935194581566,0.12057539374047271
0.6609394545757947,0.7319958346380464,0.4938306117360741
0.3629074910778114,0.02667415617669322,0.09370572619559847
0.8275026616243147,0.06442590939451132,0.48914584571296027
0.003946115779954296,0.37886549766259847,0.1021678663265709
0.6079661902031985,0.7559601887770496,0.48615640614159156
0.26138923867039865,0.8290567932478445,0.4933996631211827
0.875623125090391,0.790752324406736,0.7069252729426847
0.2845907554113317,0.16180153308351786,0.06039725175885953
0.6773267901197266,0.003932354163010965,0.3275565218803877
0.7463811000281863,0.6495509511742997,0.4991930057850991
0.22722837387085837,0.03532002011765245,0.036466368323691614
0.10151328385572778,0.2761990069520117,0.05457779327901222
0.8100466533724238,0.5228388046655423,0.5077827669973572
0.4166163434566921,0.9190015290292958,0.6160150757340455
0.9776494509728959,0.5202902880257316,0.7098066509720924
0.7822950805851406,0.3924412740371127,0.4507462928275654
0.14345147578073258,0.551518717589412,0.21751686872408818
0.25030157649588003,0.299155977395397,0.07764753815020498
0.33653054087126844,0.8379978962084967,0.5081224126746792
0.292571688750937,0.030266358040892172,0.060744123130175416
0.216562986116563,0.4730218480845485,0.16299436654475324
0.6838657295553767,0.38661845524668326,0.3505841694471578
0.6024028935837944,0.5464647844550299,0.3355579400826301
0.46292514674474916,0.921232955996986,0.6253771677569069
0.8315064688203824,0.6755891941279496,0.5918859039969938
0.23249572075875635,0.39077882414423504,0.11536203794639113
0.2487553827831951,0.5970654239174262,0.2582353530968624
0.8852809081634874,0.02178506496265098,0.5598937066562478
0.308162114694299,0.33830615903319816,0.10587110080450814
0.635343172254836,0.7279130442128982,0.47579561007514937
0.2310385788421948,0.37933081949844416,0.10927103101876474
0.6429304897986308,0.5287603977308033,0.35634413609050963
0.08160089902317935,0.9564118864614218,0.6535758631274694
0.44841862431944823,0.48886331465284594,0.22284946610290796
0.8272607045943666,0.5650226002824406,0.5394733495867554
0.09007804199123792,0.5980293353076751,0.255313422715099
0.06298325289744666,0.6216861291890786,0.2758929460545845
0.158757365432887,0.9814085066951436,0.6884277328624478
0.9457058819085872,0.5592369065437728,0.6769679971527282
0.0565565174702779,0.48163133486126497,0.16541012491210175
0.9805994495116231,0.5113064872151295,0.7120145289571742
0.18927466104972313,0.7949709714011509,0.45212371224833314
0.38744560225262836,0.14858873095121994,0.1080236418385412
0.9020117600994962,0.9921849886680076,0.91268430498276
0.7696876436426646,0.9375320454072652,0.7574103941215257
0.8356447322293292,0.21854850856742214,0.4999854596290614
0.917715109644076,0.15517901542801993,0.6019515118868737
0.6616200918086603,0.4722611508023058,0.35080262562587194
0.01227735760717974,0.025048958270971755,0.0
0.0956582770195743,0.333054342033664,0.07911861431359407
0.4154652757505364,0.5361887309872323,0.2393008463428481
0.6758112220364612,0.760921923853242,0.5268116806847997
0.1379270498304973,0.12150901338707132,0.016756358281281785
0.44443702201144375,0.5658949302326755,0.2685576486499103
0.4319202770622136,0.7052558612106862,0.37935707752072934
0.3907817917566162,0.6106023127305505,0.28760714497386736
0.6494735417060133,0.7338352918800455,0.4886296885869309
0.6292000929096054,0.45743553187910646,0.31970446981787914
0.5273508424098422,0.6150634083232098,0.3352439370202225
0.2022420179836184,0.8821761554586354,0.5567380480811938
0.6282225443511865,0.15911721095747833,0.2822998693572218
0.15532102610281806,0.9979542909602179,0.7118169373205562
0.9687751700026729,0.25371042271801425,0.6721529144270256
0.869169991052267,0.41465213795745937,0.5534965092205194
0.8983222901195737,0.14808626335329889,0.5767377807371702
0.4433749106837528,0.9528023059740882,0.6636746037117166
0.49857690295668877,0.7538661968478719,0.44304828519805284
0.5077929679678336,0.4166338929843947,0.22178477201007335
0.1220622333937974,0.5372489457202155,0.20618604963003415
0.33865236965508927,0.9302010126846685,0.6236128739463114
0.7768794583191363,0.9850391617274568,0.8165551954266599
0.5249742420054864,0.1292283818068901,0.19695031927057596
0.8707038493551554,0.08841318950471988,0.5416207057643873
0.38450704128199575,0.28140901872808743,0.1194561023066239
0.8183905680833702,0.941182386386594,0.7935553480464531
0.6071713408292485,0.5690734481560783,0.3503827761203791
0.35258913573631856,0.37848899072715747,0.1351552773368102
0.1704502839611317,0.3311557194505278,0.08065256861909163
0.9135705422940357,0.12884591921334232,0.59639675201184
0.6783210957129182,0.23364217775147778,0.3308274788955718
0.6204081394617578,0.4810069540327777,0.3206358699544133
0.8943307995730314,0.67001755931206,0.6553293255136847
0.016568058003345598,0.12958509324148826,0.011546572352630038
0.4587621308320523,0.3895149045775871,0.1850429077687166
0.44639922242257657,0.16877999935027888,0.1434651045043405
0.011460744587186489,0.12202006018505651,0.01018446626233591
0.76049249030176,0.3502115346957141,0.42224930366968577
0.5788215954615937,0.8672990993007877,0.5882962648241795
0.681429525279905,0.43486157814535387,0.3580183632073221
0.39204630239233607,0.5679517814860713,0.25501658088178975
0.3089394367839967,0.7452558863811539,0.40247037237337735
0.3443879128196917,0.5116166809497591,0.20500465387660582
0.2392595377366189,0.8781101118264995,0.5523698269565935
0.8160828032194697,0.11484315268846079,0.47581016792451136
0.4638351400673353,0.1841859261171488,0.15526473445458747
0.7593186823105454,0.17159706251853613,0.4123150023038671
0.43109893003940836,0.4299225013667015,0.18694587322828157
0.5206696830552452,0.2828995002489516,0.2016407259677274
0.46881115125008355,0.05695276399577298,0.15669940468606283
0.015703963827880085,0.5390617935281822,0.2073064458460416
0.549652510401951,0.18257913612073517,0.21686135732365117
0.3898434515570315,0.0536323092311346,0.1082210357391089
0.5546061266290728,0.10035051009567741,0.219579305338434
0.4560346268459272,0.18244815267775827,0.1501264082950901
0.8932826871824309,0.8617191702708573,0.7788881017408992
0.8148711024276238,0.17591071506693146,0.47481907726877515
0.8582550061172768,0.5023993859707273,0.5562644506917175
0.4053099919547033,0.9218897322852315,0.6184439516426065
0.036716292197318756,0.36155997571809473,0.09301132461115034
0.7569212737084763,0.4766641092952313,0.44021511325989104
0.539246834900374,0.7038068197038263,0.4102221253677879
0.5370581162494709,0.7848458468320001,0.4858527393924102
0.3994590565814151,0.6745026196808077,0.34425419434358506
0.6936142903163962,0.8242982486775485,0.5948027352769388
0.0492862551909391,0.7417940031903505,0.39297263812552247
0.957520794127485,0.6655165503964503,0.7275596601082973
0.5595698500204368,0.7871100025243883,0.4958663288673103
0.6739182640982657,0.8087609235494263,0.5688920301688047
0.08851583374735084,0.21051313720780607,0.031715440883877184
0.5921649534165639,0.2773969805982254,0.25622278196183834
0.8245170397558644,0.1512763733365542,0.4858856101371102
0.8606345878172401,0.9163547107616802,0.8001156991499058
0.9121618277004824,0.4748754685757143,0.6159023776057944
0.15675801203825435,0.20694434929564876,0.03484139514496927
0.9305186392316672,0.780610861340075,0.7565638424812741
0.6894203835753359,0.5097546389530823,0.3868454072448606
0.18542792234965721,0.5579761019868364,0.22349563281110396
0.26753323574197463,0.31311779025143793,0.08633055594766748
0.8089395477559826,0.4821543769756149,0.49606474714399934
0.5187502191831981,0.0564959742952057,0.19195771464627323
0.607285297064284,0.7262415391436121,0.4596896084524237
0.7638415189028396,0.8659643590702102,0.6788785723143581
0.8587926621922747,0.9889815547327626,0.8753939691834612
0.6341905624909401,0.4688635402832464,0.32725883828741026
0.7686000721541981,0.4279395398869451,0.4417472083492133
0.6692808981424214,0.630535080895462,0.4277661400954335
